Price,Close,High,Low,Open,Volume,RSI_14,MA_9,MA_21,MA_51,MACD,MACD_Signal,MACD_Hist
Ticker,SBIN.NS,SBIN.NS,SBIN.NS,SBIN.NS,SBIN.NS,,,,,,,
Date,,,,,,,,,,,,
2016-12-23,227.83441162109375,230.25770398100883,226.5999168294546,228.38308527516716,10557157,41.54854919954771,236.67914835611978,236.29740760439918,237.1734343884038,-1.510147427183341,-0.18849297335509707,-1.321654453828244
2016-12-26,223.30789184570312,227.05712907327214,222.7592321719235,226.78279225970735,8592983,34.670769353315265,234.44891187879773,235.56802586146765,236.95109797459023,-2.3430781048201084,-0.6194099996480994,-1.7236681051720089
2016-12-27,227.4686279296875,228.56596123355268,222.3020093992577,223.67367951742668,8756536,43.10170298115804,233.01119995117188,235.35900806245348,236.93496075798484,-2.637046804476114,-1.0229373606137024,-1.6141094438624115
2016-12-28,226.55421447753906,230.89783715672496,226.00554076830107,227.92588479728198,11747088,36.89326609835905,231.2178717719184,235.14346022832962,236.85696411132812,-2.9102570091702944,-1.400401290325021,-1.5098557188452735
2016-12-29,226.46275329589844,227.5601006614977,224.4966981803439,226.46275329589844,10658616,26.07057353925198,229.4804229736328,234.67752801804315,236.75745077694162,-3.0984413149827503,-1.740009295256567,-1.3584320197261834
2016-12-30,228.79458618164062,230.71493003972694,226.09697091688184,226.5541943161071,10538497,32.866257635327244,228.34752400716147,234.44020661853608,236.63731773226868,-3.0245541299049705,-1.9969182621862478,-1.0276358677187227
2017-01-02,222.75924682617188,231.94942603504518,221.84480002303218,230.89781779277487,25988990,23.990803457979865,227.23494805230035,233.9829835437593,236.42573996151194,-3.413649028871106,-2.2802644155232197,-1.1333846133478862
2017-01-03,223.947998046875,225.31966813851372,220.47311164407003,223.12500157323166,15963085,28.260865184213074,226.1731703016493,233.46044195265998,236.1514051848767,-3.584764319242936,-2.5411643962671633,-1.0435999229757726
2017-01-04,222.11911010742188,225.31967373406107,221.47900017276405,224.77101405579012,11225978,22.49385072259365,225.4720933702257,232.75500996907553,235.87169123630898,-3.82387118499787,-2.797705754013305,-1.0261654309845651
2017-01-05,224.35951232910156,224.86244687137895,222.8506668422198,224.03945039006152,11970913,27.28334587090535,225.08599344889322,232.30867222377233,235.55611733829275,-3.7889071996291364,-2.9959460431364713,-0.7929611564926651
2017-01-06,224.86245727539062,227.6972478703781,224.49668414529245,224.9539075345904,12354302,30.61477436555164,225.25872294108072,231.69904145740327,235.2773000679764,-3.678214369797189,-3.132399708468615,-0.5458146613285741
2017-01-09,225.91407775878906,227.10286135277246,224.95390585775056,225.31967898512218,8329253,39.035078945558034,225.08599514431424,230.8455578031994,235.06751535453049,-3.465682292252694,-3.199056225225431,-0.2666260670272633
2017-01-10,227.05712890625,227.69723883519703,225.31967172385097,226.508455279524,9352013,39.82679875793626,225.1418745252821,230.17714000883558,234.94020978142234,-3.168490034068469,-3.192942986994039,0.024452952925569704
2017-01-11,230.57774353027344,231.5379154130204,227.69724183538273,228.291626644376,13415303,53.56600088217584,225.5990956624349,229.5675077892485,234.83531697591147,-2.6186921975738926,-3.07809282911001,0.4594006315361172
2017-01-12,229.7547607421875,232.68098774007453,229.1146507666108,231.26359239557192,11282323,53.16267633807857,225.7057817247179,229.0602090018136,234.69725305893843,-2.2237473093690596,-2.90722372516182,0.6834764157927604
2017-01-13,229.4346923828125,230.98926307733456,227.7886993353077,230.4405894259326,9333736,61.71333220534782,226.44749789767795,228.42880539667038,234.69456302418428,-1.9145082226702073,-2.7086806246634976,0.7941724019932903
2017-01-16,233.86978149414062,234.46416636430024,229.25182211873752,229.57188409703983,13234727,62.11079996535697,227.54991828070746,228.03690011160714,234.875659718233,-1.296612847028996,-2.426267069136597,1.1296542221076011
2017-01-17,234.098388671875,236.5216671920207,232.63526816133526,235.42434773914283,9480201,64.65363173197471,228.88094923231336,227.80393400646392,235.11144331389784,-0.7794940986927941,-2.0969124750478367,1.3174183763550427
2017-01-18,236.24732971191406,237.1160374034424,234.64704785695565,235.10427124408662,8048897,67.59870768298492,230.20181783040366,227.96940540132067,235.2127494064032,-0.1940354624867382,-1.716337072535617,1.5223016100488789
2017-01-19,236.2930450439453,239.5850590705295,234.55560172362908,235.19572563955148,13029151,64.69535968746804,231.47188313802084,228.10221717471168,235.31584855621935,0.2705152386627674,-1.3189666102959403,1.5894818489587077
2017-01-20,229.57188415527344,238.21340408476047,228.88604901875303,236.38451038737267,15341756,63.00179327849632,231.87830607096353,228.15664963495163,235.15537247003294,0.09523568589540332,-1.0361261510576718,1.1313618369530751
2017-01-23,232.40664672851562,233.36681865129415,228.70314838163523,229.52614491353071,9339939,65.18889327283487,232.47269694010416,228.37437511625745,234.66856444115732,0.18295800012953123,-0.7923093208202313,0.9752673209497625
2017-01-24,233.09246826171875,235.01281199555154,232.26947177770464,233.27536877225512,13540202,70.54798826008842,232.75211079915366,228.8403073265439,234.34402495739508,0.3043107276040189,-0.5729853111353813,0.8772960387394002
2017-01-25,237.0246124267578,238.67060543952257,232.45236465272703,233.68687336565088,16343545,72.30279697205178,233.55987209743924,229.29535420735678,234.00334825702743,0.7095950403281677,-0.3164692408426716,1.0260642811708394
2017-01-27,243.65438842773438,245.25467050772627,237.29897129022748,238.03051764982757,18039379,77.21862366431716,235.13983832465277,230.10964820498512,233.81059773763022,1.5479099516249164,0.05640659765084599,1.4915033539740703
2017-01-30,241.3682403564453,244.98028841755954,240.865277880064,243.10568366871428,11884795,71.61126171032147,235.97300042046442,230.8194333031064,233.56853799258963,2.0046985977901954,0.4460649976787159,1.5586336001114796
2017-01-31,238.0762176513672,241.27678128587877,237.43609376178478,238.80776389086117,8899165,64.53557814664418,236.41498141818576,231.26141575404577,233.29151407877603,2.077124374320448,0.7722768730070624,1.3048475013133856
2017-02-01,247.54074096679688,248.63806029874664,239.21927014268834,239.58504325333826,27253142,69.34305908915172,237.66980489095053,232.44148690359933,233.53088408825445,2.865201992213798,1.1908618968484097,1.6743400953653884
